Train Loss,Valid Loss,Train AUROC,Valid AUROC,lr
0.6901190782848158,0.63932664534455,0.5669408991969639,0.5078847286946274,9.999908644645674e-05
0.6310270083578009,0.6208768656295693,0.7124255858413173,0.5098888737808872,9.999651337736939e-05
0.5591951530230673,0.4465279745954517,0.8018500774387202,0.5134752386720891,9.999228317425167e-05
0.4969731208525206,0.5759159631255466,0.8479270306910289,0.5144245705550542,9.998639597872999e-05
0.436485607373087,0.36773104008077345,0.8942766825096853,0.515057458477031,9.997885198790657e-05
0.39123941565814774,0.3715417034188449,0.9059855519601477,0.5153211617778547,9.99696514543529e-05
0.36236736962669774,0.2982294414167618,0.9238203295107116,0.5156376057388431,9.995879468610113e-05
0.3846644453312221,0.39145104257646,0.9248919036912203,0.5161650123404904,9.994628204663379e-05
0.41660782459535095,0.4800294431175773,0.911989255414891,0.515848568379502,9.99321139548719e-05
0.331961474920574,0.2925356255561059,0.9384167949896318,0.5165341969616435,9.991629088516045e-05
0.34972953168969406,0.2922441310083989,0.9315074155901312,0.5165869376218083,9.989881336725296e-05
0.31096430671842473,0.2748397223015109,0.9451955609274941,0.5170616035632909,9.987968198629347e-05
0.3165692459595831,0.2960117495579838,0.9416970711358239,0.5165869376218083,9.985889738279717e-05
0.307087632386308,0.2234918338143414,0.9459328696578169,0.5161650123404904,9.983646025262869e-05
0.31865758095916946,0.4657577915598883,0.9602837027924866,0.5170088629031261,9.981237134697906e-05
0.33693863059345047,0.22568555446121635,0.948843564958931,0.5175362695047735,9.978663147234042e-05
0.2482089478718607,0.2403363423192956,0.9665930260959639,0.5176417508251029,9.975924149047919e-05
0.24522494799212405,0.28927246308341165,0.9735154368765051,0.5172725662039498,9.973020231840673e-05
0.25858438799255773,0.23818699971319762,0.9678134590591817,0.5178527134657619,9.969951492834933e-05
0.28469727698125336,0.2604855059458226,0.9560126857847362,0.5175890101649382,9.96671803477151e-05
0.24598180306585213,0.5066618713590321,0.9699118745179016,0.5173253068641145,9.963319965905985e-05
0.24988877930139242,0.27426268339951354,0.9681178478423925,0.5175890101649382,9.959757400005085e-05
0.2102869937294408,0.23349890185081187,0.9821056977892565,0.5174835288446087,9.956030456342862e-05
0.23592069548995873,0.35061005465483247,0.9698493842628547,0.5170088629031261,9.952139259696709e-05
0.19204390205835042,0.2574307249034267,0.9870510188962813,0.5175362695047735,9.948083940343164e-05
0.2360093856328412,0.3772175584974468,0.972710759098143,0.5176944914852677,9.943864634053588e-05
0.17863820336366953,0.26039049931903957,0.9852744044552706,0.5173780475242792,9.939481482089575e-05
0.19699918870863162,0.27420733476464926,0.9821098091127728,0.5179054541259266,9.934934631198244e-05
0.18331333563516014,0.31672464620698804,0.9829002769563102,0.5176417508251029,9.930224233607332e-05
0.16694982114591098,0.24219046436534514,0.9842885235012395,0.5177999728055971,9.92535044702009e-05
0.18863581630744433,0.3350831704346214,0.9833360787185946,0.5180636761064208,9.920313434609994e-05
0.13892361717788795,0.3197289660329316,0.9896976172296462,0.5174835288446087,9.915113365015298e-05
0.1543765828797692,0.2964542239525331,0.9846268434844897,0.5176417508251029,9.909750412333377e-05
0.19352612311118528,0.2940816991550138,0.9849869525610676,0.5176944914852677,9.9042247561149e-05
0.16400996791689018,0.4344850619008222,0.9894947640378785,0.5174835288446087,9.898536581357824e-05
0.19521102975857885,0.23833072091650775,0.9833912392140426,0.5171143442234556,9.8926860785012e-05
0.15712898930436686,0.3409004046438969,0.9869419652324571,0.5177999728055971,9.886673443418783e-05
0.15788762192977102,0.33705341572258996,0.9889899402283304,0.5173253068641145,9.880498877412498e-05
0.12733770946138784,0.2884889867253769,0.9948913302362413,0.5175890101649382,9.874162587205676e-05
0.17358772966422534,0.4173359370715397,0.9854832830521433,0.5175362695047735,9.867664784936162e-05
0.13132419260708908,0.2370857438811528,0.993949714554881,0.5172725662039498,9.86100568814917e-05
0.150351159470646,0.35082130297467895,0.99100924327786,0.5170616035632909,9.854185519790046e-05
0.14103889132016584,0.2851329813358785,0.9898380806624347,0.5171670848836203,9.847204508196777e-05
0.1294611566945126,0.29104079864806365,0.9955790640812079,0.5175362695047735,9.84006288709234e-05
0.11664744290082078,0.4057571282897986,0.9935915923386898,0.5170088629031261,9.832760895576903e-05
0.12276950125631533,0.2633041836939603,0.990303223800352,0.517430788184444,9.825298778119803e-05
0.0931561639238345,0.4086477195111858,0.9991652645147839,0.5177999728055971,9.817676784551368e-05
0.10950167790839546,0.4111342470188129,0.9965023362487004,0.517430788184444,9.809895170054534e-05
0.12222815697130404,0.26019067832154263,0.9949358876236831,0.5173780475242792,9.801954195156327e-05
0.1199506078111498,0.39106072432196265,0.9930420041017136,0.5170088629031261,9.793854125719133e-05
